_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
3793,4155825,2017,1971,2023,PRIVATE,02,Etobicoke Centre,24 EVA RD,19,140,2023-08-11,79,79,0,44,2,2,2,3,3,3,N/A,3,3,2,N/A,1,3,3,1,3,3,N/A,N/A,3,3,N/A,N/A,2,1,2,3,3,3,3,3,2,3,1,1,3,1,1,3,3,3,3,1,2,3,1,1,3,1,2,W0233,43.64002365,-79.56392332,299569.181,4833075.089
3794,4155825,2017,1971,2025,PRIVATE,02,Etobicoke Centre,24 EVA RD,19,140,2025-06-22,92,92,0,44,3,3,3,2,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,2,N/A,N/A,1,3,3,3,3,1,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0233,43.64002365,-79.56392332,299569.181,4833075.089
3795,4155386,2017,1960,2024,PRIVATE,02,Etobicoke Centre,25 EVA RD,5,48,2024-07-24,85,85,0,42,3,3,N/A,N/A,3,2,3,2,2,3,N/A,2,3,2,3,3,3,N/A,3,3,1,N/A,N/A,2,3,N/A,3,3,1,3,3,2,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,3,1,3,3,W0233,43.63893166,-79.5633561,299581.049,4833030.633
3796,4155220,2017,1967,2023,PRIVATE,03,Etobicoke-Lakeshore,618 EVANS AVE,3,25,2023-09-20,91,91,0,40,3,3,2,N/A,2,3,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,2,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,2,3,3,N/A,3,3,3,1,2,3,2,3,2,3,3,1,3,3,3,3,W0330,43.6108595,-79.55010585,300739.526,4829881.718
3797,4155220,2017,1967,2025,PRIVATE,03,Etobicoke-Lakeshore,618 EVANS AVE,3,25,2025-11-07,96,96,0,41,3,3,3,N/A,3,3,1,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0330,43.6108595,-79.55010585,300739.526,4829881.718
3798,4155221,2017,1970,2024,PRIVATE,03,Etobicoke-Lakeshore,620 EVANS AVE,3,25,2024-09-11,83,83,0,39,3,3,3,N/A,N/A,1,2,2,2,2,N/A,3,N/A,3,3,3,2,N/A,3,3,2,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,2,3,3,1,3,3,2,3,1,3,3,3,3,1,3,3,W0330,43.61080228,-79.55039892,300715.866,4829875.377
3799,4155219,2017,1967,2024,PRIVATE,03,Etobicoke-Lakeshore,625 EVANS AVE,11,85,2024-09-06,95,97,-2,45,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,2,3,3,2,3,3,N/A,3,N/A,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0330,43.60966321,-79.55056664,300703.954,4829745.148
3800,4156337,2017,1970,2023,PRIVATE,06,York Centre,190 EXBURY RD,19,154,2023-07-31,89,89,0,44,3,2,2,N/A,3,2,3,3,3,2,N/A,N/A,3,1,3,3,3,N/A,3,3,3,N/A,N/A,1,1,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,N0627,43.72923915,-79.50919226,304054.473,4843029.277
3801,4156337,2017,1970,2025,PRIVATE,06,York Centre,190 EXBURY RD,19,154,2025-10-02,91,91,0,45,3,3,3,3,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,2,2,2,3,3,3,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,N0627,43.72923915,-79.50919226,304054.473,4843029.277
3802,4154434,2017,1968,2025,PRIVATE,06,York Centre,195 EXBURY RD,20,159,2025-10-06,87,87,0,44,3,3,2,N/A,3,2,2,3,2,2,N/A,N/A,3,3,3,3,2,N/A,3,2,3,N/A,N/A,2,3,3,3,3,2,2,3,1,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0627,43.73012561,-79.50977871,303996.516,4843130.381
3803,4154434,2017,1968,2023,PRIVATE,06,York Centre,195 EXBURY RD,20,159,2023-07-31,88,88,0,43,3,2,N/A,N/A,2,2,1,3,3,2,N/A,N/A,3,3,3,3,2,N/A,3,2,2,N/A,N/A,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0627,43.73012561,-79.50977871,303996.516,4843130.381
3804,4155812,2017,1970,2024,PRIVATE,06,York Centre,200 EXBURY RD,20,154,2024-09-24,90,90,0,45,3,3,3,N/A,3,2,3,2,2,3,N/A,N/A,3,3,3,3,3,2,3,3,2,N/A,N/A,2,3,2,3,3,2,2,3,3,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,N0627,43.72848767,-79.50955646,304021.422,4842944.744
3805,5564105,,2021,2025,SOCIAL HOUSING,17,Don Valley North,170 FAIRVIEW MALL DR,10,103,2025-08-18,100,100,0,42,3,3,N/A,N/A,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,N1727,43.78022923,-79.34275182,317441.813,4848708.566
3806,4155625,2017,1970,2024,TCHC,05,York South-Weston,20-50 FALSTAFF AVE,19,224,2024-09-30,86,86,0,46,3,2,3,N/A,3,1,2,1,3,2,N/A,N/A,3,3,3,3,3,2,3,3,3,N/A,3,3,3,1,3,3,1,3,3,3,3,3,1,1,3,3,2,2,1,3,3,3,3,1,3,3,3,3,W0522,43.71605307,-79.50596589,304399.131,4841621.154
3807,4155999,2017,1970,2025,TCHC,05,York South-Weston,30 FALSTAFF AVE,19,221,2025-11-07,84,84,0,43,3,2,2,N/A,3,2,3,3,1,2,N/A,N/A,3,3,2,2,3,N/A,3,1,N/A,N/A,N/A,2,3,3,3,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0522,43.71641252,-79.50522006,304363.605,4841606.944
3808,4155999,2017,1970,2023,TCHC,05,York South-Weston,30 FALSTAFF AVE,19,221,2023-08-25,96,96,0,45,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,2,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,2,3,3,3,3,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,W0522,43.71641252,-79.50522006,304363.605,4841606.944
3809,4155913,2017,1970,2024,TCHC,05,York South-Weston,40 FALSTAFF AVE,19,224,2024-08-09,93,93,0,44,3,2,3,N/A,3,3,3,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,W0522,43.71643584,-79.50436237,304432.719,4841609.528
3810,4154357,2020,1957,2024,PRIVATE,05,York South-Weston,331 FALSTAFF AVE,3,11,2024-07-25,85,85,0,37,3,2,3,N/A,N/A,2,N/A,3,3,2,N/A,2,3,3,2,3,2,N/A,3,3,2,N/A,N/A,1,3,N/A,N/A,N/A,3,3,2,N/A,N/A,N/A,2,3,3,3,3,3,3,3,1,1,1,1,3,3,3,1,W0522,43.72011456,-79.48126677,306310.052,4841994.612
3811,4155682,2019,1996,2023,SOCIAL HOUSING,05,York South-Weston,338 FALSTAFF AVE,5,175,2023-09-05,97,97,0,46,3,3,3,3,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0522,43.7204982,-79.48286094,306181.501,4842073.748
3812,4155682,2019,1996,2025,SOCIAL HOUSING,05,York South-Weston,338 FALSTAFF AVE,5,175,2025-11-19,96,96,0,47,3,3,3,2,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,W0522,43.7204982,-79.48286094,306181.501,4842073.748
3813,4154730,2017,1970,2024,PRIVATE,15,Don Valley West,17 FARMSTEAD RD,19,136,2024-06-19,90,90,0,41,3,N/A,N/A,2,N/A,1,3,3,2,N/A,N/A,3,3,3,3,3,2,N/A,N/A,1,2,N/A,3,N/A,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,N1522,43.75438863,-79.36167581,315923.296,4845835.076
3814,4154611,2017,1989,2024,TCHC,06,York Centre,2 FAYWOOD BLVD,3,40,2024-07-19,87,87,0,45,3,2,2,2,3,2,1,2,3,2,N/A,N/A,3,3,2,3,3,N/A,3,2,N/A,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,N0629,43.73531443,-79.44696969,309056.09,4843708.153
3815,4154575,2017,1960,2025,PRIVATE,06,York Centre,45 FAYWOOD BLVD,4,33,2025-07-25,81,81,0,40,3,1,2,N/A,2,1,3,3,3,1,N/A,N/A,3,3,1,2,3,N/A,3,3,3,N/A,N/A,1,3,N/A,N/A,N/A,2,2,3,3,3,N/A,2,1,3,2,2,3,2,3,3,3,3,3,3,3,3,3,N0629,43.73680865,-79.4465394,309090.649,4843874.172
3816,4154575,2017,1960,2023,PRIVATE,06,York Centre,45 FAYWOOD BLVD,4,33,2023-08-17,91,91,0,39,3,3,N/A,N/A,3,1,2,3,3,2,N/A,N/A,3,3,2,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,3,3,N/A,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0629,43.73680865,-79.4465394,309090.649,4843874.172
3817,4154576,2017,1960,2024,PRIVATE,06,York Centre,55 FAYWOOD BLVD,4,33,2024-07-19,86,86,0,40,3,3,N/A,N/A,3,1,1,3,3,2,2,N/A,3,3,2,3,2,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,2,N/A,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0629,43.73746695,-79.44643002,309099.415,4843947.309
3818,4154803,2017,1965,2024,PRIVATE,16,Don Valley East,135 FENELON DR,19,218,2024-09-23,76,76,0,45,3,3,2,3,3,2,3,1,3,3,3,N/A,3,3,3,3,1,N/A,N/A,2,2,N/A,N/A,1,3,1,3,3,1,1,3,1,1,1,1,1,3,3,1,3,1,2,3,3,3,1,3,2,3,3,N1621,43.76283883,-79.33794868,317832.429,4846776.338
3819,4154744,2017,1968,2024,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,2024-09-30,71,72,-1,38,2,2,N/A,N/A,3,1,1,2,3,2,N/A,N/A,1,3,2,2,2,N/A,2,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,1,2,3,2,N/A,1,2,2,2,3,3,3,2,3,3,3,3,1,3,1,3,3,N1828,43.76577826,-79.38834722,313774.078,4847096.221
3820,4228864,2017,1964,2024,PRIVATE,17,Don Valley North,2911 BAYVIEW AVE,3,304,2024-09-24,93,93,0,44,3,3,2,2,3,3,3,1,3,2,N/A,N/A,3,3,3,3,3,N/A,N/A,3,N/A,N/A,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,N1725,43.7705466,-79.38633275,313935.534,4847626.159
3821,4156323,2017,1971,2024,PRIVATE,17,Don Valley North,4001 BAYVIEW AVE,12,234,2024-09-19,94,94,0,46,3,2,2,3,3,3,N/A,1,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N1721,43.80131679,-79.39228963,313197.147,4851099.932
3822,4155674,2017,1971,2023,PRIVATE,17,Don Valley North,4003 BAYVIEW AVE,12,172,2023-09-17,97,97,0,48,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,N1721,43.802225,-79.39285621,313191.076,4851131.715
3823,4155674,2017,1971,2025,PRIVATE,17,Don Valley North,4003 BAYVIEW AVE,12,172,2025-08-01,99,99,0,46,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1721,43.802225,-79.39285621,313191.076,4851131.715
3824,4155675,2017,1971,2024,PRIVATE,17,Don Valley North,4005 BAYVIEW AVE,12,235,2024-06-24,97,97,0,49,3,3,3,3,3,2,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,N1721,43.80263758,-79.39404192,313187.202,4851155.247
3825,4153145,2017,1932,2023,PRIVATE,09,Davenport,10 BEACONSFIELD AVE,4,11,2023-11-13,90,90,0,34,3,3,2,N/A,N/A,3,N/A,2,3,3,N/A,N/A,3,3,2,2,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,2,N/A,N/A,N/A,2,2,3,3,2,3,3,3,3,3,3,1,3,3,3,3,S0937,43.64342417,-79.42531323,310809.709,4833500.853
3826,4153145,2017,1932,2025,PRIVATE,09,Davenport,10 BEACONSFIELD AVE,4,11,2025-07-11,91,91,0,38,3,3,3,N/A,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,1,N/A,N/A,3,1,3,3,3,N/A,3,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,S0937,43.64342417,-79.42531323,310809.709,4833500.853
3827,4154026,2017,1960,2023,PRIVATE,08,Eglinton-Lawrence,15 BEDFORD PARK AVE,3,39,2023-07-27,95,95,0,39,3,3,N/A,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,N0825,43.72697108,-79.40404593,312515.092,4842783.43
3828,4154026,2017,1960,2025,PRIVATE,08,Eglinton-Lawrence,15 BEDFORD PARK AVE,3,39,2025-07-09,99,99,0,41,3,3,N/A,N/A,3,3,3,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0825,43.72697108,-79.40404593,312515.092,4842783.43
3829,4153199,2017,2004,2024,PRIVATE,11,University-Rosedale,25 BEDFORD RD,8,62,2024-09-11,87,87,0,42,3,3,3,2,3,2,3,3,2,2,N/A,N/A,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,3,3,2,3,3,3,3,N/A,2,2,3,3,3,3,3,3,3,2,3,3,1,1,1,3,S1127,43.67000381,-79.39771076,313032.908,4836456.077
3830,5365987,2023,1924,2024,PRIVATE,19,Beaches-East York,85 BEECH AVE,3,12,2024-09-25,91,91,0,37,3,3,N/A,3,3,2,3,2,3,2,N/A,N/A,3,3,3,2,N/A,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,2,3,3,2,3,3,3,3,3,3,1,3,3,3,3,S1940,43.67308603,-79.28742665,321925.491,4836815.325
3831,5364569,2024,1971,2024,PRIVATE,19,Beaches-East York,109 BEECH AVE,3,18,2024-07-24,77,77,0,37,2,3,3,N/A,3,2,N/A,3,N/A,2,N/A,N/A,3,1,2,2,2,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,3,3,N/A,2,2,3,3,2,3,2,3,1,1,2,2,1,1,1,3,S1940,43.67370681,-79.28760931,321910.587,4836884.252
3832,4155687,2017,2003,2025,PRIVATE,18,Willowdale,151 BEECROFT RD,27,306,2025-08-22,97,97,0,46,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,1,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1824,43.76498789,-79.41397256,311688.077,4847006.801
3833,4155687,2017,2003,2023,PRIVATE,18,Willowdale,151 BEECROFT RD,27,306,2023-08-03,99,99,0,46,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1824,43.76498789,-79.41397256,311688.077,4847006.801
3834,4152768,2017,1964,2023,PRIVATE,21,Scarborough Centre,123 BELLAMY RD N,12,250,2023-06-19,77,77,0,43,3,1,N/A,N/A,3,3,3,3,1,3,N/A,N/A,3,3,1,2,2,N/A,3,1,1,N/A,N/A,3,3,2,3,3,1,1,2,1,3,3,1,1,3,3,3,3,2,3,3,3,3,3,1,1,3,3,E2136,43.7414399,-79.2316538,326398.571,4844421.149
3835,4152768,2017,1964,2025,PRIVATE,21,Scarborough Centre,123 BELLAMY RD N,12,250,2025-08-27,96,96,0,44,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,2,3,3,3,N/A,N/A,3,3,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,E2136,43.7414399,-79.2316538,326398.571,4844421.149
3836,4152771,2017,1971,2024,PRIVATE,21,Scarborough Centre,126 BELLAMY RD N,16,253,2024-09-30,79,80,-1,48,3,2,2,3,3,2,2,2,3,2,3,N/A,3,3,2,2,3,2,3,2,2,N/A,3,2,1,2,3,2,1,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,3,2,1,1,1,3,E2136,43.74242648,-79.23196987,326372.763,4844530.667
3837,4153417,2017,1885,2025,SOCIAL HOUSING,11,University-Rosedale,87 BELLEVUE AVE,3,28,2025-09-22,76,76,0,40,3,2,1,N/A,3,1,3,2,2,1,N/A,N/A,3,3,2,1,1,N/A,3,2,N/A,N/A,1,N/A,3,1,N/A,N/A,1,2,2,1,3,N/A,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,S1143,43.65617927,-79.40360132,312559.687,4834919.685
3838,4153417,2017,1885,2023,SOCIAL HOUSING,11,University-Rosedale,87 BELLEVUE AVE,3,28,2023-08-14,92,92,0,43,3,3,2,2,3,3,N/A,3,2,3,N/A,N/A,3,3,3,2,2,N/A,3,3,N/A,N/A,3,N/A,3,2,3,2,2,3,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,S1143,43.65617927,-79.40360132,312559.687,4834919.685
3839,4153418,2018,1988,2024,PRIVATE,11,University-Rosedale,99 BELLEVUE AVE,4,16,2024-09-26,69,69,0,38,3,3,1,N/A,3,1,3,3,N/A,1,N/A,N/A,2,1,3,3,0,N/A,3,3,N/A,N/A,N/A,1,3,2,N/A,N/A,1,3,3,N/A,2,N/A,1,3,3,3,3,1,3,3,0,0,0,0,0,0,0,0,S1143,43.65669331,-79.40390486,312535.134,4834976.766
3840,4155873,2017,1971,2023,TCHC,05,York South-Weston,5 BELLEVUE CRES,22,326,2023-07-21,76,76,0,44,3,2,3,N/A,3,2,2,1,3,2,N/A,N/A,3,3,2,2,2,N/A,3,2,N/A,N/A,2,2,0,2,3,2,1,1,3,1,3,3,1,1,3,3,2,2,1,3,3,3,3,3,3,3,3,3,W0527,43.69914009,-79.51522929,303556.925,4839687.3
3841,4155873,2017,1971,2025,TCHC,05,York South-Weston,5 BELLEVUE CRES,22,326,2025-11-27,88,88,0,43,2,3,N/A,N/A,3,1,3,3,3,3,2,N/A,3,3,2,2,2,N/A,3,3,N/A,N/A,N/A,1,3,3,3,2,3,2,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,W0527,43.69914009,-79.51522929,303556.925,4839687.3
3842,4153708,2017,1960,2023,PRIVATE,19,Beaches-East York,5 BENLAMOND AVE,5,55,2023-08-16,88,88,0,41,3,3,2,3,3,3,N/A,3,3,3,N/A,3,3,1,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,2,3,2,3,N/A,3,3,3,3,3,3,2,3,1,1,1,3,1,1,3,1,S1935,43.68037101,-79.2993979,320958.234,4837622.283
3843,4153708,2017,1960,2025,PRIVATE,19,Beaches-East York,5 BENLAMOND AVE,5,55,2025-08-21,92,93,-1,43,3,3,3,3,3,2,3,2,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,2,3,3,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S1935,43.68037101,-79.2993979,320958.234,4837622.283
3844,4156355,2017,1960,2024,PRIVATE,01,Etobicoke North,9 BERGAMOT AVE,4,73,2024-09-09,90,91,-1,44,3,3,3,3,3,2,3,2,1,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,3,3,1,3,3,2,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0130,43.71461665,-79.55869685,300054.31,4841409.213
3845,4156450,2017,1960,2025,PRIVATE,01,Etobicoke North,11 BERGAMOT AVE,7,130,2025-07-22,85,87,-2,46,3,2,1,3,3,1,3,1,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,1,N/A,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,2,3,3,3,3,3,3,3,3,3,W0130,43.71491952,-79.55750237,300150.586,4841442.799
3846,4156450,2017,1960,2023,PRIVATE,01,Etobicoke North,11 BERGAMOT AVE,7,130,2023-07-07,90,90,0,43,3,3,N/A,3,3,3,3,3,2,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,1,3,3,2,2,3,3,3,3,2,2,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,W0130,43.71491952,-79.55750237,300150.586,4841442.799
3847,4279693,2017,1952,2025,PRIVATE,19,Beaches-East York,332 CHISHOLM AVE,3,12,2025-08-20,87,87,0,38,3,3,3,N/A,3,3,N/A,2,3,3,N/A,3,3,3,2,2,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,1,3,N/A,3,N/A,2,1,3,1,3,3,2,3,3,3,3,3,3,3,3,3,S1926,43.69729258,-79.30748706,320325.566,4839501.516
3848,4153182,2017,1965,2024,PRIVATE,11,University-Rosedale,161 CHRISTIE ST,4,15,2024-08-12,90,90,0,38,3,3,3,N/A,3,3,N/A,3,N/A,3,N/A,N/A,3,3,1,3,2,3,2,3,3,N/A,N/A,2,3,3,N/A,N/A,3,3,1,N/A,N/A,N/A,3,2,3,2,2,3,3,3,3,3,3,3,3,3,1,3,S1125,43.66769406,-79.41974622,311256.198,4836197.601
3849,4155595,2017,1996,2024,TCHC,10,Spadina-Fort York,1 CHURCH ST,13,115,2024-09-16,83,83,0,46,3,1,3,3,3,2,3,2,N/A,3,N/A,N/A,3,2,2,3,3,2,3,1,2,N/A,2,2,1,2,2,3,1,2,3,2,3,3,2,3,3,3,3,2,2,3,3,3,3,1,3,3,3,3,S1038,43.64702427,-79.37286648,315040.337,4833905.974
3850,4155157,2017,1963,2024,PRIVATE,05,York South-Weston,29 CHURCH ST,10,63,2024-07-08,82,83,-1,42,3,1,3,1,3,1,3,3,2,1,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,3,3,1,3,3,3,3,N/A,1,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,W0524,43.70374189,-79.52345315,302893.972,4840199.653
3851,4155156,2017,1965,2023,PRIVATE,05,York South-Weston,36 CHURCH ST,6,41,2023-07-23,72,72,0,43,3,2,2,2,3,1,2,2,2,2,N/A,N/A,3,3,2,2,3,N/A,3,1,1,N/A,N/A,1,3,N/A,3,2,2,2,3,2,2,N/A,2,2,2,3,2,3,2,3,2,0,0,2,3,0,3,0,W0524,43.70434042,-79.52379833,302866.172,4840266.152
3852,4155156,2017,1965,2025,PRIVATE,05,York South-Weston,36 CHURCH ST,6,41,2025-11-19,83,83,0,43,2,3,2,2,3,2,2,1,2,2,N/A,N/A,3,3,2,3,3,N/A,3,2,2,N/A,N/A,2,3,N/A,3,2,2,3,3,3,3,N/A,2,3,3,3,2,2,3,3,2,3,2,3,3,1,3,3,W0524,43.70434042,-79.52379833,302866.172,4840266.152
3853,4153423,2017,2005,2023,PRIVATE,13,Toronto Centre,167 CHURCH ST,28,388,2023-07-26,97,97,0,41,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,N/A,3,3,3,3,N/A,3,3,3,N/A, N/A,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1332,43.65442918,-79.37595793,314805.505,4834950.321
3854,4153423,2017,2005,2025,PRIVATE,13,Toronto Centre,167 CHURCH ST,28,388,2025-11-19,99,99,0,43,3,3,N/A,N/A,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,N/A,3,3,3,2,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1332,43.65442918,-79.37595793,314805.505,4834950.321
3855,5156753,,,2024,TCHC,13,Toronto Centre,389 CHURCH STREET,13,120,2024-09-18,82,82,0,42,3,3,N/A,N/A,3,1,N/A,2,N/A,2,N/A,N/A,3,1,2,3,2,2,3,3,N/A,N/A,2,2,3,2,3,2,2,3,3,3,3,1,2,3,3,3,3,2,2,1,3,3,3,1,3,3,3,3,S1328,43.66152681,-79.37886047,314554.445,4835516.438
